place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJt2iNZsBvdTERx7OlVO9j1zw,Avatar Karaoke,,,243,4,"Name: Karaoke 88
Link: https://www.google.com/maps/search/Karaoke+88/@10.3497442,107.0824263?authuser=0&hl=vi&entry=ttu
Reviews: 619 reviews

Name: Karaoke Hải Anh
Link: https://www.google.com/maps/search/Karaoke+H%E1%BA%A3i+Anh/@10.398087499999999,107.1185888?authuser=0&hl=vi&entry=ttu
Reviews: 320 reviews

Name: Merastis Karaoke
Link: https://www.google.com/maps/search/Merastis+Karaoke/@10.357525400000002,107.0865006?authuser=0&hl=vi&entry=ttu
Reviews: 261 reviews

Name: Karaoke Bar Vip
Link: https://www.google.com/maps/search/Karaoke+Bar+Vip/@10.3575819,107.0861518?authuser=0&hl=vi&entry=ttu
Reviews: 118 reviews

Name: Karaoke Las Vegas
Link: https://www.google.com/maps/search/Karaoke+Las+Vegas/@10.3409285,107.078232?authuser=0&hl=vi&entry=ttu
Reviews: 81 reviews",https://congdongkaraoke.com/threads/new-avatar-karaoke-vung-tau.48/,0964 818 181,1,Avatar Karaoke (Chủ sở hữu),https://www.google.com/maps/contrib/110790565629362611152,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlMnKv7aJGglgVZ1TzdrEoSNk-2aJQcZYGsMY_MznpPHH4oLouoxjsI0BHR6wxp0nxEnvIKy5mo6Ly3r5umZ2S00Di-8BowlDJiUy3wUoALKh7zUh8vwuxXfRu2IminRGrfZtb=s1024,Quán bar karaoke,Quán bar karaoke,,,Open All Days,"185 Nguyễn Văn Trỗi, Phường 4, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Avatar+Karaoke/data=!4m7!3m6!1s0x31756fc0668d68b7:0x3cd763ef54a5b3c7!8m2!3d10.3581653!4d107.0786672!16s%2Fg%2F11bwm7pnht!19sChIJt2iNZsBvdTERx7OlVO9j1zw?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJJxdCIzJvdTER9MEshk4fDHk,Over Night Bar,,,4,4,"Name: Corner Bar
Link: https://www.google.com/maps/search/Corner+Bar/@10.3427217,107.07514069999999?authuser=0&hl=vi&entry=ttu
Reviews: 145 reviews

Name: The Office
Link: https://www.google.com/maps/search/The+Office/@10.3427619,107.0769741?authuser=0&hl=vi&entry=ttu
Reviews: 69 reviews

Name: Lipstick bar
Link: https://www.google.com/maps/search/Lipstick+bar/@10.3436656,107.0772586?authuser=0&hl=vi&entry=ttu
Reviews: 28 reviews

Name: Galang Bar
Link: https://www.google.com/maps/search/Galang+Bar/@10.342677499999999,107.0752493?authuser=0&hl=vi&entry=ttu
Reviews: 6 reviews

Name: Why Not Bar
Link: https://www.google.com/maps/search/Why+Not+Bar/@10.3426153,107.0763238?authuser=0&hl=vi&entry=ttu
Reviews: 5 reviews",,,1,Over Night Bar (Chủ sở hữu),https://www.google.com/maps/contrib/106760872426420901719,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx22cwYVY1zMgW6yWpPlB4Ydtm6dugzeAWlo9hUi3xCYN8-zmftdrz-J2Hilw1hpcVr9sZTmdi6VLT556vYrVKpwZ6FUHm9B8EjtZ45SWCS9ATCHd7KDBYRfGZmCa_ipbiRdPw=s1024,Quán bar,Quán bar,,,Open All Days,"21 Trưng Nhị, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Over+Night+Bar/data=!4m7!3m6!1s0x31756f3223421727:0x790c1f4e862cc1f4!8m2!3d10.3482734!4d107.0747747!16s%2Fg%2F11q3mbfg1m!19sChIJJxdCIzJvdTER9MEshk4fDHk?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJgSgSDbpvdTERVQf9QgrhDtA,Rexxy Bar,,,56,4.4,"Name: Breeze Rooftop Bar
Link: https://www.google.com/maps/search/Breeze+Rooftop+Bar/@10.341619999999999,107.07585979999999?authuser=0&hl=vi&entry=ttu
Reviews: 122 reviews

Name: U.S Bar - The Art Of Mixology | Cocktail Bar Vũng Tàu
Link: https://www.google.com/maps/search/U.S+Bar+-+The+Art+Of+Mixology+%7C+Cocktail+Bar+V%C5%A9ng+T%C3%A0u/@10.3507926,107.07875519999999?authuser=0&hl=vi&entry=ttu
Reviews: 116 reviews

Name: Do Duc Inn Bar
Link: https://www.google.com/maps/search/Do+Duc+Inn+Bar/@10.345162499999999,107.0768543?authuser=0&hl=vi&entry=ttu
Reviews: 94 reviews

Name: New Square Bar
Link: https://www.google.com/maps/search/New+Square+Bar/@10.3426076,107.0764171?authuser=0&hl=vi&entry=ttu
Reviews: 8 reviews",,,1,Rexxy Bar (Chủ sở hữu),https://www.google.com/maps/contrib/106530667098471673119,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyVvjw0y3jHIMhYuHp_XTjk_QAVnMGIORbMqVgQOeOB2Kqelh5j_voLmWfpNVsM21ii6Zrapjj3mD0epKS3zNROS9WO7g0BQaPyxI9eV_s7t02a6BDABU8eBpBYjFNtVcqnGemxGw=s1024,Quán bar cocktail,Quán bar cocktail,,,Open All Days,"1 Lê Quý Đôn, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu 790000",,https://www.google.com/maps/place/Rexxy+Bar/data=!4m7!3m6!1s0x31756fba0d122881:0xd00ee10a42fd0755!8m2!3d10.3514471!4d107.0757107!16s%2Fg%2F11k44vssl7!19sChIJgSgSDbpvdTERVQf9QgrhDtA?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJsRhkSspvdTERP05ovHwYtVA,Karaoke Bar Vip,"Karaoke Vip là sân chơi hàng đầu về chất lượng âm thanh và không gian giải trí. Hứa hẹn là một điểm đến thú vị cho Gia đình, bạn bè, cơ quan, tiếp đón đối tác, đoàn sở và thích hợp cho các buổi tiệc liên hoan, sinh nhật.",,118,3.9,"Name: Avatar Karaoke
Link: https://www.google.com/maps/search/Avatar+Karaoke/@10.3581653,107.0786672?authuser=0&hl=vi&entry=ttu
Reviews: 243 reviews

Name: Karaoke 88-2
Link: https://www.google.com/maps/search/Karaoke+88-2/@10.3627928,107.0885922?authuser=0&hl=vi&entry=ttu
Reviews: 223 reviews

Name: Karaoke Diamond
Link: https://www.google.com/maps/search/Karaoke+Diamond/@10.3468225,107.0844856?authuser=0&hl=vi&entry=ttu
Reviews: 19 reviews

Name: Karaoke Giang Thanh
Link: https://www.google.com/maps/search/Karaoke+Giang+Thanh/@10.3621675,107.08825639999999?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews

Name: Karaoke Kim Cương
Link: https://www.google.com/maps/search/Karaoke+Kim+C%C6%B0%C6%A1ng/@10.342155199999999,107.0920929?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",,0877 172 999,,Karaoke Bar Vip (Chủ sở hữu),https://www.google.com/maps/contrib/114397015428306048981,https://lh3.googleusercontent.com/p/AF1QipNr6lDZQpmTelddqWFM2zxFQ9pHrmt0bvh3PY4f=s1024,Quán bar karaoke,Quán bar karaoke,,,Open All Days,"437 Trương Công Định, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Karaoke+Bar+Vip/data=!4m7!3m6!1s0x31756fca4a6418b1:0x50b5187cbc684e3f!8m2!3d10.3575819!4d107.0861518!16s%2Fg%2F1hd_x2046!19sChIJsRhkSspvdTERP05ovHwYtVA?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJc79ZxcRvdTEReVcnq86Zfqg,Karaoke 88-2,,,223,4.2,"Name: Karaoke 88
Link: https://www.google.com/maps/search/Karaoke+88/@10.3497442,107.0824263?authuser=0&hl=vi&entry=ttu
Reviews: 619 reviews

Name: Merastis Karaoke
Link: https://www.google.com/maps/search/Merastis+Karaoke/@10.357525400000002,107.0865006?authuser=0&hl=vi&entry=ttu
Reviews: 261 reviews

Name: Karaoke Bar Vip
Link: https://www.google.com/maps/search/Karaoke+Bar+Vip/@10.3575819,107.0861518?authuser=0&hl=vi&entry=ttu
Reviews: 118 reviews

Name: Trạm Bia 88 - Bia Hơi Hà Nội
Link: https://www.google.com/maps/search/Tr%E1%BA%A1m+Bia+88+-+Bia+H%C6%A1i+H%C3%A0+N%E1%BB%99i/@10.3672651,107.0910778?authuser=0&hl=vi&entry=ttu
Reviews: 23 reviews

Name: Karaoke Giang Thanh
Link: https://www.google.com/maps/search/Karaoke+Giang+Thanh/@10.3621675,107.08825639999999?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",,0254 3586 988,1,Karaoke 88-2 (Chủ sở hữu),https://www.google.com/maps/contrib/104459567356493467191,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzioJVDU-IT7sCm3FBbdWbR81uER4DVXLNVh4CwnB6AS8uvI_YkQ4DR268GWULljK0OGJNLvUATdRKejohLi0v2imb5blzumjhp70mmpq_KDDvXQehYDm4ORUMd-KnEjNgHzsP=s1024,Quán bar karaoke,Quán bar karaoke,,,Open All Days,"613 Trương Công Định, Phường 7, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Karaoke+88-2/data=!4m7!3m6!1s0x31756fc4c559bf73:0xa87e99ceab275779!8m2!3d10.3627928!4d107.0885922!16s%2Fg%2F11ggw8dyhf!19sChIJc79ZxcRvdTEReVcnq86Zfqg?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJ-5Ygqj9xdTER0MTF3L1vfX0,Karaoke Hải Anh,,,320,4,"Name: Avatar Karaoke
Link: https://www.google.com/maps/search/Avatar+Karaoke/@10.3581653,107.0786672?authuser=0&hl=vi&entry=ttu
Reviews: 243 reviews

Name: Karaoke Hải Anh 2
Link: https://www.google.com/maps/search/Karaoke+H%E1%BA%A3i+Anh+2/@10.3562053,107.0938303?authuser=0&hl=vi&entry=ttu
Reviews: 72 reviews

Name: Nhà Hàng Karaoke Hoàng Anh
Link: https://www.google.com/maps/search/Nh%C3%A0+H%C3%A0ng+Karaoke+Ho%C3%A0ng+Anh/@10.4058916,107.12776799999999?authuser=0&hl=vi&entry=ttu
Reviews: 11 reviews

Name: Karaoke Ánh Hồng
Link: https://www.google.com/maps/search/Karaoke+%C3%81nh+H%E1%BB%93ng/@10.4060554,107.1281228?authuser=0&hl=vi&entry=ttu
Reviews: 3 reviews

Name: Karaoke Anh Anh
Link: https://www.google.com/maps/search/Karaoke+Anh+Anh/@10.4897239,107.17356459999999?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",,0254 3501 005,1,Karaoke Hải Anh (Chủ sở hữu),https://www.google.com/maps/contrib/101350081363984624434,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXjbp4ZjaGW0hSjeHCOoSI5poaKbmJEUJr8qksCaVIe06nP63__i8Y0OzgLIZioI5w0eL3sb4-lGI1_OpslSDZoKV41jaIXIb_s5_eoqN9dfxtKpVvn7YQdwqhdTM3HStSTmPs=s1024,Quán bar karaoke,Quán bar karaoke,,,Open All Days,"846 rẹt 28b, Phường Rạch Rừa, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Karaoke+H%E1%BA%A3i+Anh/data=!4m7!3m6!1s0x3175713faa2096fb:0x7d7d6fbddcc5c4d0!8m2!3d10.3980875!4d107.1185888!16s%2Fg%2F11g0j68h9g!19sChIJ-5Ygqj9xdTER0MTF3L1vfX0?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJyVD5rfVvdTER8rh9cFxhpuw,Downunder bar,,,11,4.5,"Name: Do Duc Inn Bar
Link: https://www.google.com/maps/search/Do+Duc+Inn+Bar/@10.345162499999999,107.0768543?authuser=0&hl=vi&entry=ttu
Reviews: 94 reviews

Name: R&R Rock n Roll Bar
Link: https://www.google.com/maps/search/R%26R+Rock+n+Roll+Bar/@10.3421302,107.0750728?authuser=0&hl=vi&entry=ttu
Reviews: 29 reviews

Name: T Back Bar
Link: https://www.google.com/maps/search/T+Back+Bar/@10.3427619,107.0769741?authuser=0&hl=vi&entry=ttu
Reviews: 24 reviews

Name: Do Drop In
Link: https://www.google.com/maps/search/Do+Drop+In/@10.3420186,107.07503279999999?authuser=0&hl=vi&entry=ttu
Reviews: 12 reviews

Name: Dragon bar
Link: https://www.google.com/maps/search/Dragon+bar/@10.3340283,107.08194069999999?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",,0918 284 839,1,Downunder bar (Chủ sở hữu),https://www.google.com/maps/contrib/113398773879459323076,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXMUqKkooR3LojzjSdNEkIWudYcChn7JVMmqIrGEBZWEqldUWU-JUjWTiHZgiR4lz0GoS4nLPD9o38NHeTJxJPvFH90XQVYXmda4AVyISH1hSdv1GRIS5Ak7WmwU_H0M_6JMyn=s1024,Quán bar,Quán bar,,,Open All Days,"51i Phan Chu Trinh, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Downunder+bar/data=!4m7!3m6!1s0x31756ff5adf950c9:0xeca6615c707db8f2!8m2!3d10.3370602!4d107.0810393!16s%2Fg%2F11kdtx8t36!19sChIJyVD5rfVvdTER8rh9cFxhpuw?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJaY-S0hNvdTEROud1J_AKVnE,Banana Bar,Great bar in Vung Tau,,7,3.3,"Name: Corner Bar
Link: https://www.google.com/maps/search/Corner+Bar/@10.3427217,107.07514069999999?authuser=0&hl=vi&entry=ttu
Reviews: 145 reviews

Name: Horse Shoe Bar
Link: https://www.google.com/maps/search/Horse+Shoe+Bar/@10.342461199999999,107.0761562?authuser=0&hl=vi&entry=ttu
Reviews: 27 reviews

Name: Cowgirl Bar
Link: https://www.google.com/maps/search/Cowgirl+Bar/@10.333255399999999,107.08204289999999?authuser=0&hl=vi&entry=ttu
Reviews: 18 reviews

Name: Sugar Bar
Link: https://www.google.com/maps/search/Sugar+Bar/@10.3425707,107.07651639999999?authuser=0&hl=vi&entry=ttu
Reviews: 5 reviews

Name: Bar Rạng Đông Sunrise
Link: https://www.google.com/maps/search/Bar+R%E1%BA%A1ng+%C4%90%C3%B4ng+Sunrise/@10.342534900000002,107.0757445?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",https://www.facebook.com/Banana-Bar-Vung-Tau-102941344960330,,,Banana Bar (Chủ sở hữu),https://www.google.com/maps/contrib/106562981715091362412,https://lh3.googleusercontent.com/p/AF1QipPx1By7DAsjTzAO_lAfSxzxHni0H_at15HUiES2=s1024,Quán bar,Quán bar,,,Open All Days,"5 Nguyễn Trãi, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Banana+Bar/data=!4m7!3m6!1s0x31756f13d2928f69:0x71560af02775e73a!8m2!3d10.3426359!4d107.0763219!16s%2Fg%2F11mvmyp7rc!19sChIJaY-S0hNvdTEROud1J_AKVnE?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJT8kTbcBvdTERNj24s9x_H3Y,Ocean Beer,"Tiên phong cho một phong cách thưởng thức Bia & Rượu mới tại Vũng Tàu.

Chuyên cung cấp các loại bia nhập khẩu (xuất xứ Hà Lan, Bỉ, Tiệp, Đức,...) cùng các sản phẩm rượu vang (Chile, Ý,...).",,83,4.3,"Name: Corner Bar
Link: https://www.google.com/maps/search/Corner+Bar/@10.3427217,107.07514069999999?authuser=0&hl=vi&entry=ttu
Reviews: 145 reviews

Name: 1K BEER
Link: https://www.google.com/maps/search/1K+BEER/@10.362749599999999,107.08061819999999?authuser=0&hl=vi&entry=ttu
Reviews: 108 reviews

Name: Beer House
Link: https://www.google.com/maps/search/Beer+House/@10.36527,107.0840674?authuser=0&hl=vi&entry=ttu
Reviews: 23 reviews

Name: 1982 Beer
Link: https://www.google.com/maps/search/1982+Beer/@10.3618604,107.0805611?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews

Name: Hẻm Bia
Link: https://www.google.com/maps/search/H%E1%BA%BBm+Bia/@10.3464782,107.0972333?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",https://leogroup.vn/,0254 3551 133,,Ocean Beer (Chủ sở hữu),https://www.google.com/maps/contrib/111440580339870819961,https://lh3.googleusercontent.com/p/AF1QipOPmA8ZzyqUaayoq52-fQR6jr_OL2LDPlozzrFZ=s1024,Quán bia,"Quán bia, Nhà hàng",,,Open All Days,"161 Nguyễn Văn Trỗi, Phường 4, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Ocean+Beer/data=!4m7!3m6!1s0x31756fc06d13c94f:0x761f7fdcb3b83d36!8m2!3d10.3573609!4d107.0784162!16s%2Fg%2F11f30mkp94!19sChIJT8kTbcBvdTERNj24s9x_H3Y?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJy02JMEVvdTER_vPUI3xg3W0,Vũng Tàu Craft Beer & Grill,"Vũng Tàu Craft Beer & Grill là nơi khách hàng có thể thưởng thức đa dạng các dòng bia thủ công nội địa, cùng món nướng hấp dẫn trong không gian sân vườn mát mẻ",,181,4.8,"Name: Cask Bar
Link: https://www.google.com/maps/search/Cask+Bar/@10.3422886,107.07512489999999?authuser=0&hl=vi&entry=ttu
Reviews: 215 reviews

Name: Beer House
Link: https://www.google.com/maps/search/Beer+House/@10.36527,107.0840674?authuser=0&hl=vi&entry=ttu
Reviews: 23 reviews

Name: Aus Craft Beer
Link: https://www.google.com/maps/search/Aus+Craft+Beer/@10.374115999999999,107.0810202?authuser=0&hl=vi&entry=ttu
Reviews: 12 reviews

Name: Hẻm Bia
Link: https://www.google.com/maps/search/H%E1%BA%BBm+Bia/@10.3464782,107.0972333?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",,0931 222 913,,Vũng Tàu Craft Beer & Grill (Chủ sở hữu),https://www.google.com/maps/contrib/104245381903407873968,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy30Ptgs7_88bL-3QGtY1MI1tKw3I3eCPWryWRmnOgcK9PtxcAwWy_Kzs5JrojuedNrsK3guRA4FW0f49WY3uCmm51RBgeJL5RZkvvstJf6Ue5qlHDgHY2_inVpBoOGD6-B4kEMMg=s1024,Quán bia sân vườn,Quán bia sân vườn,,,Open All Days,"68 Đ. Phan Huy Ích, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu 792005",,https://www.google.com/maps/place/V%C5%A9ng+T%C3%A0u+Craft+Beer+%26+Grill/data=!4m7!3m6!1s0x31756f4530894dcb:0x6ddd607c23d4f3fe!8m2!3d10.3369546!4d107.0816277!16s%2Fg%2F11y5mfgt9n!19sChIJy02JMEVvdTER_vPUI3xg3W0?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJjZW58MNldTERfsz503KMujQ,Karaoke Paris,,,67,3.8,"Name: Karaoke ICOOL
Link: https://www.google.com/maps/search/Karaoke+ICOOL/@10.3370767,107.0856922?authuser=0&hl=vi&entry=ttu
Reviews: 640 reviews

Name: Karaoke Bar Vip
Link: https://www.google.com/maps/search/Karaoke+Bar+Vip/@10.3575819,107.0861518?authuser=0&hl=vi&entry=ttu
Reviews: 118 reviews

Name: Karaoke Las Vegas
Link: https://www.google.com/maps/search/Karaoke+Las+Vegas/@10.3409285,107.078232?authuser=0&hl=vi&entry=ttu
Reviews: 81 reviews

Name: Karaoke MISS SAIGON2
Link: https://www.google.com/maps/search/Karaoke+MISS+SAIGON2/@10.3439065,107.0797863?authuser=0&hl=vi&entry=ttu
Reviews: 32 reviews

Name: Karaoke Kim Cương
Link: https://www.google.com/maps/search/Karaoke+Kim+C%C6%B0%C6%A1ng/@10.342155199999999,107.0920929?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",https://www.facebook.com/profile.php?id=100090281290256&mibextid=LQQJ4d,0917 770 624,,Karaoke Paris (Chủ sở hữu),https://www.google.com/maps/contrib/108685620944942548564,https://lh3.googleusercontent.com/p/AF1QipPD8zxNeq6S_K1E-cSYInlRp5cohimydK8C4vx_=s1024,Quán bar karaoke,Quán bar karaoke,,,Open All Days,"20 Võ Thị Sáu, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Karaoke+Paris/data=!4m7!3m6!1s0x317565c3f0b9958d:0x34ba8c72d3f9cc7e!8m2!3d10.3309919!4d107.0846905!16s%2Fg%2F11l1jrr65k!19sChIJjZW58MNldTERfsz503KMujQ?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJXSC8-4tvdTERzVUytyt8XVI,Ned Kelly's Pub,"Quán bia Sân Vườn Ned Kelly Pub
Phục vụ: 8am - 12pm
01 Nguyễn Trãi Vũng Tàu
☎️02543510173",,398,4.2,"Name: MK Bar
Link: https://www.google.com/maps/search/MK+Bar/@10.3423986,107.07640509999999?authuser=0&hl=vi&entry=ttu
Reviews: 205 reviews

Name: Mr.C's Speakeasy Pub
Link: https://www.google.com/maps/search/Mr.C's+Speakeasy+Pub/@10.350755800000002,107.0714533?authuser=0&hl=vi&entry=ttu
Reviews: 132 reviews

Name: Numpty's bar
Link: https://www.google.com/maps/search/Numpty's+bar/@10.334731099999999,107.08168289999999?authuser=0&hl=vi&entry=ttu
Reviews: 53 reviews

Name: The Bearded Clam
Link: https://www.google.com/maps/search/The+Bearded+Clam/@10.342557300000001,107.07668489999999?authuser=0&hl=vi&entry=ttu
Reviews: 29 reviews",,0254 3510 173,,Ned Kelly's Pub (Chủ sở hữu),https://www.google.com/maps/contrib/102245369310397259291,https://lh3.googleusercontent.com/p/AF1QipMeQIPYREy6mIKmla4iGP_WL25frTjJSAU6fG5L=s1024,Nhà hàng Phương Tây,"Nhà hàng Phương Tây, Quán rượu",,,Open All Days,"1 Nguyễn Trãi, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Ned+Kelly%27s+Pub/data=!4m7!3m6!1s0x31756f8bfbbc205d:0x525d7c2bb73255cd!8m2!3d10.342987!4d107.0752285!16s%2Fg%2F1hc27lv8y!19sChIJXSC8-4tvdTERzVUytyt8XVI?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJG6QYQI5zdTERqTsr5UO_aII,Giải khát CUBILL,,,10,4.3,"Name: Trà bí đao hạt chia ĐAN
Link: https://www.google.com/maps/search/Tr%C3%A0+b%C3%AD+%C4%91ao+h%E1%BA%A1t+chia+%C4%90AN/@10.4906554,107.1943309?authuser=0&hl=vi&entry=ttu
Reviews: 4 reviews

Name: Quán 179
Link: https://www.google.com/maps/search/Qu%C3%A1n+179/@10.5015804,107.1803018?authuser=0&hl=vi&entry=ttu
Reviews: 3 reviews

Name: HAPPY CLUB BEER-PICKLEBALL HH90
Link: https://www.google.com/maps/search/HAPPY+CLUB+BEER-PICKLEBALL+HH90/@10.496662899999999,107.1793821?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews

Name: Abari
Link: https://www.google.com/maps/search/Abari/@10.4898007,107.1739843?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",,0934 397 838,1,Giải khát CUBILL (Chủ sở hữu),https://www.google.com/maps/contrib/113736092099653005553,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxcjS_lQbrOxvkj_Z19DgUzPRLXGRfTgUBMYSeAVBHyF5aqprfGpAODfau6E6mkvVjVF_6qiPBmsOqjRrNCp2-UwF6ugUm-R89tf8W-CXOegpztH_5cx7FCgLLI0RMFVxxe1C10=s1024,Quầy giải khát,Quầy giải khát,,,Open All Days,"371 Cách Mạng Tháng Tám, Phước Nguyễn, Bà Rịa, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Gi%E1%BA%A3i+kh%C3%A1t+CUBILL/data=!4m7!3m6!1s0x3175738e4018a41b:0x8268bf43e52b3ba9!8m2!3d10.4939642!4d107.1771183!16s%2Fg%2F11hz06zkb2!19sChIJG6QYQI5zdTERqTsr5UO_aII?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJkcW-YyANdTERsssgrCo1khA,Karaoke Hoàng Gia,,,142,4.2,"Name: Karaoke Hoàng Gia Long Điền
Link: https://www.google.com/maps/search/Karaoke+Ho%C3%A0ng+Gia+Long+%C4%90i%E1%BB%81n/@10.480138,107.2071914?authuser=0&hl=vi&entry=ttu
Reviews: 108 reviews

Name: Karaoke Luxury Bà Rịa
Link: https://www.google.com/maps/search/Karaoke+Luxury+B%C3%A0+R%E1%BB%8Ba/@10.493479599999999,107.1832667?authuser=0&hl=vi&entry=ttu
Reviews: 108 reviews

Name: KARAOKE HOÀNG GIA
Link: https://www.google.com/maps/search/KARAOKE+HO%C3%80NG+GIA/@10.648088,107.2828926?authuser=0&hl=vi&entry=ttu
Reviews: 31 reviews",,0987 672 512,1,Karaoke Hoàng Gia (Chủ sở hữu),https://www.google.com/maps/contrib/107011340489713434439,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwi0wa90XzWI-LxT8rKfXD67VYs3zDkPt6fB_pEW0WSx7EGqIPn9Cm2ab3YFCyQEUUEpaS0EqyehiItxL0_1q1mg2JX4Ob7P2gJ89qNUaisgG4-KkuNDjYYH5-Q3JbzmjOZTy6F5Q=s1024,Quán bar karaoke,Quán bar karaoke,,,Open All Days,"125 Nguyễn Văn Trỗi, Phước Nguyễn, Bà Rịa, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Karaoke+Hoa%CC%80ng+Gia/data=!4m7!3m6!1s0x31750d2063bec591:0x1092352aac20cbb2!8m2!3d10.5035657!4d107.1768447!16s%2Fg%2F11fqbxx5n2!19sChIJkcW-YyANdTERsssgrCo1khA?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
ChIJbwLpUABvdTERxZMP5z2D0Zo,Quán bia Góc Phố,,,17,5,,,,1,Quán bia Góc Phố (Chủ sở hữu),https://www.google.com/maps/contrib/102806334601406444848,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxVOAqXzpxBPs4wcpuq9Zj2nMZxD8oOw2BT8C79DkQnXdgP_6cGJ6zDfb5Rsb-UFOsVSRe7GPkteQDCHaUtxQU-9PK9zJ2QafV4YcTk2eleVohCEPpl-vmtwsblnQYkA7R0Awy1uuN1FEE=s1024,Quán bia,Quán bia,,,Open All Days,"403 Bình Giã, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Qu%C3%A1n+bia+G%C3%B3c+Ph%E1%BB%91/data=!4m7!3m6!1s0x31756f0050e9026f:0x9ad1833de70f93c5!8m2!3d10.3647109!4d107.0942984!16s%2Fg%2F11yj6sksz4!19sChIJbwLpUABvdTERxZMP5z2D0Zo?authuser=0&hl=vi&rclk=1,"quán bar, club ở vũng tàu"
