place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJH5GQAnNvdTER2vKVQwFLisw,KOP CAFE,"Quán cafe acoustic nhỏ
Chill music
Nghe nhạc thư giãn
Cafe đồ uống ngon giá rẻ",,57,4.3,"Name: Cafe Art Mio
Link: https://www.google.com/maps/search/Cafe+Art+Mio/@10.3490238,107.0759884?authuser=0&hl=vi&entry=ttu
Reviews: 447 reviews

Name: Cafe acoustics Đất Kinh Kỳ
Link: https://www.google.com/maps/search/Cafe+acoustics+%C4%90%E1%BA%A5t+Kinh+K%E1%BB%B3/@10.3720927,107.0828732?authuser=0&hl=vi&entry=ttu
Reviews: 13 reviews

Name: Coffee Acoustic
Link: https://www.google.com/maps/search/Coffee+Acoustic/@10.3511641,107.0841504?authuser=0&hl=vi&entry=ttu
Reviews: 9 reviews

Name: CAFE CÓC
Link: https://www.google.com/maps/search/CAFE+C%C3%93C/@10.3364689,107.08644509999999?authuser=0&hl=vi&entry=ttu
Reviews: 4 reviews",,0949 720 272,,KOP CAFE (Chủ sở hữu),https://www.google.com/maps/contrib/100058630230714737288,https://lh3.googleusercontent.com/p/AF1QipNBZlKCG30pPa1LzE5HYeebObZjS1S5Fw69FZ0v=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"Nam Kỳ Khởi Nghĩa, Phường 3, Vũng Tàu, Bà Rịa - Vũng Tàu 790000",,https://www.google.com/maps/place/KOP+CAFE/data=!4m7!3m6!1s0x31756f730290911f:0xcc8a4b014395f2da!8m2!3d10.351417!4d107.0854796!16s%2Fg%2F11srzm3dlt!19sChIJH5GQAnNvdTER2vKVQwFLisw?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJAZoXnetvdTERMbSTKu6MLCk,The Station Of Life 5 - Trạm Dừng Mùa Hạ,,,289,4.2,"Name: An An Coffee Station
Link: https://www.google.com/maps/search/An+An+Coffee+Station/@10.3572892,107.08132690000001?authuser=0&hl=vi&entry=ttu
Reviews: 208 reviews

Name: GA VUNG TAU coffee
Link: https://www.google.com/maps/search/GA+VUNG+TAU+coffee/@10.3646972,107.08423169999999?authuser=0&hl=vi&entry=ttu
Reviews: 53 reviews

Name: Sunshine Coffee
Link: https://www.google.com/maps/search/Sunshine+Coffee/@10.353855,107.0872708?authuser=0&hl=vi&entry=ttu
Reviews: 4 reviews

Name: TS Coffee & Tea
Link: https://www.google.com/maps/search/TS+Coffee+%26+Tea/@10.3574398,107.089726?authuser=0&hl=vi&entry=ttu
Reviews: 3 reviews

Name: VOI STATIOn
Link: https://www.google.com/maps/search/VOI+STATIOn/@10.3642431,107.0845398?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",,0886 604 947,1,The Station Of Life 5 - Trạm Dừng Mùa Hạ (Chủ sở hữu),https://www.google.com/maps/contrib/111537930889983871078,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTMeZVAqvDi_yHynJRA-cx-ztbIKDBVoaSDyavxqhZlXcWLBGaA-mQgEzLy-PYBHAIqVS_ggwSTPsg04m9D4aMzzUhMQmDn6Njt3fvIYI-cPe7NQdrMmd2Y953qfkTKvhRo4p7=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"430 Thống Nhất Mới, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu 78000",,https://www.google.com/maps/place/The+Station+Of+Life+5+-+Tr%E1%BA%A1m+D%E1%BB%ABng+M%C3%B9a+H%E1%BA%A1/data=!4m7!3m6!1s0x31756feb9d179a01:0x292c8cee2a93b431!8m2!3d10.3589254!4d107.0907538!16s%2Fg%2F11s78r3x73!19sChIJAZoXnetvdTERMbSTKu6MLCk?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJNWl4ketvdTERVIgpYx1s-d0,Seaside Garden Coffee,"Quán cafe view biển tuyệt đẹp với không gian ngoài trời và không gian phòng máy lạnh. Quán có phục vụ ăn sáng, ăn trưa.",,21,3.7,"Name: OASIS SEA Coffee & Tea
Link: https://www.google.com/maps/search/OASIS+SEA+Coffee+%26+Tea/@10.3551541,107.0614119?authuser=0&hl=vi&entry=ttu
Reviews: 1497 reviews

Name: Coffee Sea & Sun 1
Link: https://www.google.com/maps/search/Coffee+Sea+%26+Sun+1/@10.3554908,107.06123989999999?authuser=0&hl=vi&entry=ttu
Reviews: 989 reviews

Name: SIII Garden Coffee & Homestay
Link: https://www.google.com/maps/search/SIII+Garden+Coffee+%26+Homestay/@10.3523081,107.0669471?authuser=0&hl=vi&entry=ttu
Reviews: 44 reviews

Name: Cà Phê View Biển Aria
Link: https://www.google.com/maps/search/C%C3%A0+Ph%C3%AA+View+Bi%E1%BB%83n+Aria/@10.3736496,107.127342?authuser=0&hl=vi&entry=ttu
Reviews: 24 reviews

Name: Discover Sea coffee
Link: https://www.google.com/maps/search/Discover+Sea+coffee/@10.3649682,107.0623037?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",,,,Seaside Garden Coffee (Chủ sở hữu),https://www.google.com/maps/contrib/114756481327372800106,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMoK0Cu6Aarr7diuDedlgHyWBaCVuBlaQo95uGU0HKXf8IWhgS1PAembitI20klufPBkzt7W1_XLXNhGMLlXL_rruEkHxwpMKfMiWC_u8HYg81Rtnt7OF0BMoaCH51Lh1scBF7JQbHb7mU=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"28 Trần Phú, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu 790000",,https://www.google.com/maps/place/Seaside+Garden+Coffee/data=!4m7!3m6!1s0x31756feb91786935:0xddf96c1d63298854!8m2!3d10.3530533!4d107.064131!16s%2Fg%2F11v0m2l974!19sChIJNWl4ketvdTERVIgpYx1s-d0?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJLQGnawBvdTERjbI2GsbyOGE,Tema Cafe,,,26,4.7,"Name: The Roasting Bean Coffee & Tea
Link: https://www.google.com/maps/search/The+Roasting+Bean+Coffee+%26+Tea/@10.3475165,107.0951418?authuser=0&hl=vi&entry=ttu
Reviews: 227 reviews

Name: The Village Coffee
Link: https://www.google.com/maps/search/The+Village+Coffee/@10.3575397,107.08098969999999?authuser=0&hl=vi&entry=ttu
Reviews: 42 reviews

Name: The Tini Coffee
Link: https://www.google.com/maps/search/The+Tini+Coffee/@10.346858899999999,107.09574529999999?authuser=0&hl=vi&entry=ttu
Reviews: 3 reviews

Name: JUL - Coffee & Homestay
Link: https://www.google.com/maps/search/JUL+-+Coffee+%26+Homestay/@10.3562516,107.0827377?authuser=0&hl=vi&entry=ttu
Reviews: 3 reviews

Name: HOUSE'S NHAT
Link: https://www.google.com/maps/search/HOUSE'S+NHAT/@10.3562267,107.08346549999999?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",,,1,Tema Cafe (Chủ sở hữu),https://www.google.com/maps/contrib/110721628760331149878,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSznpsLCY6Gg7FF10XH1gHN1v1pg7Rg-4OtAl_haKkCt3NSxb3aGRpLXvS-lzrdx5gD930KVr56ucUjs5naN-I2LzcoLvrtj8AxN1AmW5o9IuNf6g9atD7qQBybrLLamC2FDcfxIzj1nteo=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"422 Lê Hồng Phong, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu 78000",,https://www.google.com/maps/place/Tema+Cafe/data=!4m7!3m6!1s0x31756f006ba7012d:0x6138f2c61a36b28d!8m2!3d10.3504966!4d107.0902335!16s%2Fg%2F11vscvx2x_!19sChIJLQGnawBvdTERjbI2GsbyOGE?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJ02yyinlvdTERjNC1QN3aUD4,E-Coffee,,,32,4.4,"Name: E COFFEE
Link: https://www.google.com/maps/search/E+COFFEE/@10.347245599999999,107.07298929999999?authuser=0&hl=vi&entry=ttu
Reviews: 248 reviews

Name: Trung Nguyên E-Coffee
Link: https://www.google.com/maps/search/Trung+Nguy%C3%AAn+E-Coffee/@10.3611416,107.0880565?authuser=0&hl=vi&entry=ttu
Reviews: 90 reviews

Name: Trung Nguyên E-coffee
Link: https://www.google.com/maps/search/Trung+Nguy%C3%AAn+E-coffee/@10.3749214,107.1099928?authuser=0&hl=vi&entry=ttu
Reviews: 18 reviews

Name: EM coffee&milktea
Link: https://www.google.com/maps/search/EM+coffee%26milktea/@10.370008799999999,107.0787234?authuser=0&hl=vi&entry=ttu
Reviews: 9 reviews",,,,E-Coffee (Chủ sở hữu),https://www.google.com/maps/contrib/104281771549618839598,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5NpBD4u8g3tup8NpM4bfOUsWXE3ANX3z_h99TQzHCM44bYLZHbUbe0Pb85ZfSJRMkHzCE3bzL0poMpHRCZrSrWFCpCiEPLmHubhEvdFXk9C5PmbH1PpyucnM5hDMe6uCa23GkMT9ZtepX=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"80 Nguyễn Văn Cừ, Phường 9, Vũng Tàu, Bà Rịa - Vũng Tàu 78000",,https://www.google.com/maps/place/E-Coffee/data=!4m7!3m6!1s0x31756f798ab26cd3:0x3e50dadd40b5d08c!8m2!3d10.3682682!4d107.0907379!16s%2Fg%2F11qmy8xdww!19sChIJ02yyinlvdTERjNC1QN3aUD4?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJMQ_9gXVvdTERCsbogwyDliA,Sea & Sun 2,,,626,3.9,"Name: OASIS SEA Coffee & Tea
Link: https://www.google.com/maps/search/OASIS+SEA+Coffee+%26+Tea/@10.3551541,107.0614119?authuser=0&hl=vi&entry=ttu
Reviews: 1497 reviews

Name: Coffee Sea & Sun 1
Link: https://www.google.com/maps/search/Coffee+Sea+%26+Sun+1/@10.3554908,107.06123989999999?authuser=0&hl=vi&entry=ttu
Reviews: 989 reviews

Name: Sea & Sun 3 Coffee
Link: https://www.google.com/maps/search/Sea+%26+Sun+3+Coffee/@10.3664001,107.0626389?authuser=0&hl=vi&entry=ttu
Reviews: 509 reviews

Name: Sea and sun
Link: https://www.google.com/maps/search/Sea+and+sun/@10.366450400000002,107.06260410000002?authuser=0&hl=vi&entry=ttu
Reviews: 44 reviews

Name: SEA & RUN
Link: https://www.google.com/maps/search/SEA+%26+RUN/@10.3664042,107.062524?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",,0971 646 812,1,Sea & Sun 2 (Chủ sở hữu),https://www.google.com/maps/contrib/116298551878266562771,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5Kgm6Kjz8kNKPgyGirPF4Ik4XDGaRPjPDdKZC2G0a7NkzR-0F4eV8dOpVzbbU25bbwtO-rN6OCZ-qLac4dtyUtjzhpiNlqDjHzAvqKpmVDQcfGGcw6BapIuuZ-f67qmVgfyIG=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"9346+Q45, Trần Phú, Phường 5, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Sea+%26+Sun+2/data=!4m7!3m6!1s0x31756f7581fd0f31:0x2096830c83e8c60a!8m2!3d10.3567619!4d107.0605391!16s%2Fg%2F11kpf6_3vp!19sChIJMQ_9gXVvdTERCsbogwyDliA?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJC8QlHABxdTERKh_lgZiLTcI,Tiệm Cà Phê Mộc,,,26,4.2,"Name: 🕹️ MỘC COFFEE
Link: https://www.google.com/maps/search/%F0%9F%95%B9%EF%B8%8F+M%E1%BB%98C+COFFEE/@10.3741661,107.1000629?authuser=0&hl=vi&entry=ttu
Reviews: 12 reviews

Name: Cổ mộc Cà Phê
Link: https://www.google.com/maps/search/C%E1%BB%95+m%E1%BB%99c+C%C3%A0+Ph%C3%AA/@10.3781305,107.1133284?authuser=0&hl=vi&entry=ttu
Reviews: 10 reviews

Name: Mộc coffee
Link: https://www.google.com/maps/search/M%E1%BB%99c+coffee/@10.3978503,107.1174394?authuser=0&hl=vi&entry=ttu
Reviews: 10 reviews

Name: MỘC CAFE
Link: https://www.google.com/maps/search/M%E1%BB%98C+CAFE/@10.3773988,107.10833889999999?authuser=0&hl=vi&entry=ttu
Reviews: 6 reviews

Name: Quán Cà Phê Mộc
Link: https://www.google.com/maps/search/Qu%C3%A1n+C%C3%A0+Ph%C3%AA+M%E1%BB%99c/@10.3599284,107.09676499999999?authuser=0&hl=vi&entry=ttu
Reviews: 3 reviews",,0866 006 053,1,Tiệm Cà Phê Mộc (Chủ sở hữu),https://www.google.com/maps/contrib/104819411355553641752,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUPh4hBy_Rjd5F3TcgE4Geg3XWvcKk74-zbFWfwAYwfI6YeTMLd_8K9LjI8kDGJB2sRyWataSvA0CKGqYOQ-kbEG3tAvHThT9QKmAUTV-Icv5cdV21fpWzjL1t0m0g2qU0pEQHh1NoA1K2=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"2 Nguyễn Công Phương, Phường 10, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Ti%E1%BB%87m+C%C3%A0+Ph%C3%AA+M%E1%BB%99c/data=!4m7!3m6!1s0x317571001c25c40b:0xc24d8b9881e51f2a!8m2!3d10.3770437!4d107.1139327!16s%2Fg%2F11x1ds4m4_!19sChIJC8QlHABxdTERKh_lgZiLTcI?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJnRY0O6lvdTERf7Rry45SmxE,OrientKafe,,,42,4.7,"Name: Cà Phê Thanh Trúc
Link: https://www.google.com/maps/search/C%C3%A0+Ph%C3%AA+Thanh+Tr%C3%BAc/@10.364052299999999,107.06179619999999?authuser=0&hl=vi&entry=ttu
Reviews: 253 reviews

Name: TỬ TẾ Coffee & Tea
Link: https://www.google.com/maps/search/T%E1%BB%AC+T%E1%BA%BE+Coffee+%26+Tea/@10.3513044,107.066473?authuser=0&hl=vi&entry=ttu
Reviews: 33 reviews

Name: Cà Phê Hợp Nhất
Link: https://www.google.com/maps/search/C%C3%A0+Ph%C3%AA+H%E1%BB%A3p+Nh%E1%BA%A5t/@10.3610567,107.06125039999999?authuser=0&hl=vi&entry=ttu
Reviews: 18 reviews

Name: Infinity Cafe & Bakery
Link: https://www.google.com/maps/search/Infinity+Cafe+%26+Bakery/@10.380099099999999,107.05561759999999?authuser=0&hl=vi&entry=ttu
Reviews: 13 reviews

Name: SEA & RUN
Link: https://www.google.com/maps/search/SEA+%26+RUN/@10.3664042,107.062524?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",,0914 950 065,,OrientKafe (Chủ sở hữu),https://www.google.com/maps/contrib/114138807895950233876,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSxftbpvGvP4JhJI1w-k44i0cEwY6EkALXjOukdzazuP_U9QELs7auEgCR3U2r5lVDkNsRYPETK4kiQnz-AJOcWdio3KqC8lvrwIFhgVIYkktuipqhJoVFsSCgRT2R5Z8prbEW=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"166 Trần Phú, Phường 5, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/OrientKafe/data=!4m7!3m6!1s0x31756fa93b34169d:0x119b528ecb6bb47f!8m2!3d10.3711908!4d107.0588014!16s%2Fg%2F11f57j06zl!19sChIJnRY0O6lvdTERf7Rry45SmxE?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJCwwPkzFvdTERNBf5PO7iHNM,Cafe Ông Bầu Vũng Tàu,Sống thật cà phê thật,,33,4.2,"Name: Cà phê Ông già
Link: https://www.google.com/maps/search/C%C3%A0+ph%C3%AA+%C3%94ng+gi%C3%A0/@10.3510283,107.0738296?authuser=0&hl=vi&entry=ttu
Reviews: 346 reviews

Name: Cà phê ông già
Link: https://www.google.com/maps/search/C%C3%A0+ph%C3%AA+%C3%B4ng+gi%C3%A0/@10.347436199999999,107.0759877?authuser=0&hl=vi&entry=ttu
Reviews: 165 reviews

Name: Cà phê Ông Già
Link: https://www.google.com/maps/search/C%C3%A0+ph%C3%AA+%C3%94ng+Gi%C3%A0/@10.3586151,107.0790179?authuser=0&hl=vi&entry=ttu
Reviews: 22 reviews

Name: CaFé Ong Biển
Link: https://www.google.com/maps/search/CaF%C3%A9+Ong+Bi%E1%BB%83n/@10.3606105,107.0764107?authuser=0&hl=vi&entry=ttu
Reviews: 7 reviews

Name: Mio Coffee
Link: https://www.google.com/maps/search/Mio+Coffee/@10.3516703,107.07254689999999?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",https://www.facebook.com/cafeongbauvungtau/,0933 366 817,,Cafe Ông Bầu Vũng Tàu (Chủ sở hữu),https://www.google.com/maps/contrib/113492239212257521226,https://lh3.googleusercontent.com/p/AF1QipMNswVIdAvkP_QKrumEGbTWnURp8yRuOJz70D4U=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"01 Thủ Khoa Huân, Phường 1, Vũng Tàu, Bà Rịa - Vũng Tàu 78000",,https://www.google.com/maps/place/Cafe+%C3%94ng+B%E1%BA%A7u+V%C5%A9ng+T%C3%A0u/data=!4m7!3m6!1s0x31756f31930f0c0b:0xd31ce2ee3cf91734!8m2!3d10.3518816!4d107.072417!16s%2Fg%2F11m9wxbzkt!19sChIJCwwPkzFvdTERNBf5PO7iHNM?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJwTufe9dvdTERy9wPBeNrZQM,369 Coffee & Tea,"Tiệm cà phê, trà đậm vị.",,92,3.8,"Name: Cà phê 1983
Link: https://www.google.com/maps/search/C%C3%A0+ph%C3%AA+1983/@10.3645826,107.0894671?authuser=0&hl=vi&entry=ttu
Reviews: 60 reviews

Name: Nook Tea & Coffee Vũng Tàu
Link: https://www.google.com/maps/search/Nook+Tea+%26+Coffee+V%C5%A9ng+T%C3%A0u/@10.3589199,107.08536799999999?authuser=0&hl=vi&entry=ttu
Reviews: 9 reviews

Name: Cà phê võng 369
Link: https://www.google.com/maps/search/C%C3%A0+ph%C3%AA+v%C3%B5ng+369/@10.434566600000002,107.16056590000001?authuser=0&hl=vi&entry=ttu
Reviews: 2 reviews

Name: Caphe369
Link: https://www.google.com/maps/search/Caphe369/@10.3677287,107.0857935?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",https://www.instagram.com/369concept/,0336 936 945,,369 Coffee & Tea (Chủ sở hữu),https://www.google.com/maps/contrib/113003721606757089953,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzgwB-_FUcnRRnS9_Lk9l5I_PWq5lSntKPaW3RyguwSL5y-raCAUh7ni3mNLHnLZIf6uiRbYQTbu5N81Oy_y_6b54CtTe6b7vsn0m7yc0Gaevm8cpC2OAZS7qgzdL-himyFifci=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"512 Trương Công Định, Phường 8, Vũng Tàu, Bà Rịa - Vũng Tàu 700000",,https://www.google.com/maps/place/369+Coffee+%26+Tea/data=!4m7!3m6!1s0x31756fd77b9f3bc1:0x3656be3050fdccb!8m2!3d10.3634692!4d107.0896283!16s%2Fg%2F11sby_wdn0!19sChIJwTufe9dvdTERy9wPBeNrZQM?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJLSdYLPNvdTEROZYf3QdLfJ0,Nhà Hàng Cafe Lan Rừng,,,820,4.1,"Name: Bistro Nine
Link: https://www.google.com/maps/search/Bistro+Nine/@10.3490547,107.0728877?authuser=0&hl=vi&entry=ttu
Reviews: 741 reviews

Name: Belly's Watering Hole
Link: https://www.google.com/maps/search/Belly's+Watering+Hole/@10.3357581,107.0817112?authuser=0&hl=vi&entry=ttu
Reviews: 483 reviews

Name: Cafe Rin
Link: https://www.google.com/maps/search/Cafe+Rin/@10.3693581,107.0821787?authuser=0&hl=vi&entry=ttu
Reviews: 32 reviews

Name: Cà Phê Sân Vườn Phong Lan
Link: https://www.google.com/maps/search/C%C3%A0+Ph%C3%AA+S%C3%A2n+V%C6%B0%E1%BB%9Dn+Phong+Lan/@10.3981926,107.1131587?authuser=0&hl=vi&entry=ttu
Reviews: 24 reviews

Name: Cửa Hàng Hải Sản Lan Vũng Tàu
Link: https://www.google.com/maps/search/C%E1%BB%ADa+H%C3%A0ng+H%E1%BA%A3i+S%E1%BA%A3n+Lan+V%C5%A9ng+T%C3%A0u/@10.3531069,107.0776632?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",https://www.lanrungresort.com/,0254 3530 713,,Nhà Hàng Cafe Lan Rừng (Chủ sở hữu),https://www.google.com/maps/contrib/117609795019017901776,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzvB2S2QMHQ_O9hxBy79aIaK6MaNrwy23ettVgUtTaGbKCFnBtLskTH-ctcKhim76_PwyeQ_Lv64qTnzer5rIspwB08FcL7BHDb6aGDuHGljTgiktw23dd4V6R-pxZWSw=s1024,Nhà hàng,"Nhà hàng, Quán cà phê",,,Open All Days,"2 Trần Hưng Đạo, Phường 3, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Cafe+Lan+R%E1%BB%ABng/data=!4m7!3m6!1s0x31756ff32c58272d:0x9d7c4b07dd1f9639!8m2!3d10.3419543!4d107.0779277!16s%2Fg%2F1tfm8qx0!19sChIJLSdYLPNvdTEROZYf3QdLfJ0?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJ3Q8BxSFvdTER-EeJuxC7O2w,Sea & Sun 3 Coffee,"Cà phê view biển, hồ bơi",,509,3.7,"Name: Coffee Sea & Sun 1
Link: https://www.google.com/maps/search/Coffee+Sea+%26+Sun+1/@10.3554908,107.06123989999999?authuser=0&hl=vi&entry=ttu
Reviews: 989 reviews

Name: Sea & Sun 2
Link: https://www.google.com/maps/search/Sea+%26+Sun+2/@10.3567619,107.0605391?authuser=0&hl=vi&entry=ttu
Reviews: 625 reviews

Name: SEA & RUN
Link: https://www.google.com/maps/search/SEA+%26+RUN/@10.3664042,107.062524?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews

Name: NGOC sweet and coffee
Link: https://www.google.com/maps/search/NGOC+sweet+and+coffee/@10.370744799999999,107.0595173?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews

Name: Sea Coffee
Link: https://www.google.com/maps/search/Sea+Coffee/@10.3816461,107.0989506?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",,0971 646 812,,Sea & Sun 3 Coffee (Chủ sở hữu),https://www.google.com/maps/contrib/105057710560838014152,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjC2RWB14RkrTy1tXdy9hiO7lV0bdGU5j3bDv9Mw1gYJPkp5Jt4sOKeOT0vF0GKDZ_R-PKZX_rqQS6whQwHI-PvLb4AKPbC5fLFUVNgZY-JlU1DHREdApgJ9ifAlsASUu80u9y=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"47 Trần Phú, Phường 5, Vũng Tàu, Bà Rịa - Vũng Tàu 790000",,https://www.google.com/maps/place/Sea+%26+Sun+3+Coffee/data=!4m7!3m6!1s0x31756f21c5010fdd:0x6c3bbb10bb8947f8!8m2!3d10.3664001!4d107.0626389!16s%2Fg%2F11l394z7bq!19sChIJ3Q8BxSFvdTER-EeJuxC7O2w?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJC3r98M1ldTERPhdkocmsMoc,Bọt Coffee,,,198,4.3,"Name: Trà sữa Bọt
Link: https://www.google.com/maps/search/Tr%C3%A0+s%E1%BB%AFa+B%E1%BB%8Dt/@10.3462301,107.0764152?authuser=0&hl=vi&entry=ttu
Reviews: 740 reviews

Name: Holy Beans
Link: https://www.google.com/maps/search/Holy+Beans/@10.3240948,107.08440739999999?authuser=0&hl=vi&entry=ttu
Reviews: 32 reviews

Name: B-Coffee
Link: https://www.google.com/maps/search/B-Coffee/@10.3634142,107.0807609?authuser=0&hl=vi&entry=ttu
Reviews: 17 reviews

Name: Cà Phê Ô Cấp
Link: https://www.google.com/maps/search/C%C3%A0+Ph%C3%AA+%C3%94+C%E1%BA%A5p/@10.331985500000002,107.0738564?authuser=0&hl=vi&entry=ttu
Reviews: 1 reviews",,,1,Bọt Coffee (Chủ sở hữu),https://www.google.com/maps/contrib/107868317146474316976,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwv6cVGAlQ5yHTP8FhjMopH-_5tFTWjLur1PCD55U1LK1BINfIHriZvtLcg1vahyf7nWD3Rxf4a4M55ngX3zHwGGRkYjtQldyIEx_nHnpOQr-1isFmR3ezy3Jv10ObZ8xchxQSn8EwvOlzR=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"66b Hạ Long, Phường 2, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/B%E1%BB%8Dt+Coffee/data=!4m7!3m6!1s0x317565cdf0fd7a0b:0x8732acc9a164173e!8m2!3d10.3303772!4d107.0764998!16s%2Fg%2F11y3n4b2wk!19sChIJC3r98M1ldTERPhdkocmsMoc?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
ChIJudJhY2BxdTERBbsN5VORUJs,Quán Cafe The Espresso Vũng Tàu - Dic,,,94,4.1,"Name: Drink Me Coffee - Cà phê ngon Vũng Tàu
Link: https://www.google.com/maps/search/Drink+Me+Coffee+-+C%C3%A0+ph%C3%AA+ngon+V%C5%A9ng+T%C3%A0u/@10.379422199999999,107.1138629?authuser=0&hl=vi&entry=ttu
Reviews: 157 reviews

Name: Trung Nguyên E-coffee
Link: https://www.google.com/maps/search/Trung+Nguy%C3%AAn+E-coffee/@10.3749214,107.1099928?authuser=0&hl=vi&entry=ttu
Reviews: 18 reviews

Name: SEA Coffee
Link: https://www.google.com/maps/search/SEA+Coffee/@10.3767365,107.11240149999999?authuser=0&hl=vi&entry=ttu
Reviews: 10 reviews

Name: Đậu Coffee
Link: https://www.google.com/maps/search/%C4%90%E1%BA%ADu+Coffee/@10.3749482,107.1116075?authuser=0&hl=vi&entry=ttu
Reviews: 5 reviews

Name: Quán In coffee
Link: https://www.google.com/maps/search/Qu%C3%A1n+In+coffee/@10.3760584,107.11082510000001?authuser=0&hl=vi&entry=ttu
Reviews: No Reviews reviews",https://theespresso.vn/,0862 283 858,1,Quán Cafe The Espresso Vũng Tàu - Dic (Chủ sở hữu),https://www.google.com/maps/contrib/104280272911778708584,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwWeUZumzgCQe1mh9UEDS7dZZ4PqgOKmGrV3cIw-jP3X-G0CCvvWDTJomf5OOp5zABD1i0oibddHV-L2cu2aV6fonULSD37yVvNBDXnsF6NL-7xDA2Z2782C32VIelheJLFUmJX=s1024,Quán cà phê,Quán cà phê,,,Open All Days,"B12 - 2/3 Trung tâm đô thị Chí Linh, Vũng Tàu, Bà Rịa - Vũng Tàu",,https://www.google.com/maps/place/Qu%C3%A1n+Cafe+The+Espresso+V%C5%A9ng+T%C3%A0u+-+Dic/data=!4m7!3m6!1s0x317571606361d2b9:0x9b509153e50dbb05!8m2!3d10.3760734!4d107.1115336!16s%2Fg%2F11h858stsh!19sChIJudJhY2BxdTERBbsN5VORUJs?authuser=0&hl=vi&rclk=1,cà phê ở vũng tàu
